,Folder,Filename,Longitude,Lattitude,Exists
50,data/geemap/NotMorrison/,050Untitled Placemark,-109.303103,40.42727535,True
51,data/geemap/NotMorrison/,051Untitled Placemark,-109.2990478,40.46099806,True
52,data/geemap/NotMorrison/,052Untitled Placemark,-109.2729515,40.53725263,True
53,data/geemap/NotMorrison/,053Untitled Placemark,-109.2634064,37.05195613,True
54,data/geemap/NotMorrison/,054Untitled Placemark,-109.2594252,37.09676522,True
55,data/geemap/NotMorrison/,055Untitled Placemark,-109.258503,37.05857351,True
56,data/geemap/NotMorrison/,056Untitled Placemark,-109.2570903,37.05127983,True
57,data/geemap/NotMorrison/,057Untitled Placemark,-109.2522418,37.05057818,True
58,data/geemap/NotMorrison/,058Untitled Placemark,-109.245447,37.05177898,True
59,data/geemap/NotMorrison/,059Untitled Placemark,-109.2419152,40.51379033,True
60,data/geemap/NotMorrison/,060Untitled Placemark,-109.2402515,40.49022764,True
61,data/geemap/NotMorrison/,061Untitled Placemark,-109.2346429,38.96477015,True
62,data/geemap/NotMorrison/,062Untitled Placemark,-109.2229325,40.35618881,True
63,data/geemap/NotMorrison/,063Untitled Placemark,-109.1978755,37.04543075,True
64,data/geemap/NotMorrison/,064Untitled Placemark,-109.1964682,40.36266561,True
65,data/geemap/NotMorrison/,065Untitled Placemark,-109.1915876,40.3540283,True
66,data/geemap/NotMorrison/,066Untitled Placemark,-109.1860161,38.96120923,True
67,data/geemap/NotMorrison/,067Untitled Placemark,-109.1837653,37.0330518,True
68,data/geemap/NotMorrison/,068Untitled Placemark,-109.1712584,38.95853644,True
69,data/geemap/NotMorrison/,069Untitled Placemark,-109.1692366,40.35747144,True
70,data/geemap/NotMorrison/,070Untitled Placemark,-109.1630882,37.02675484,True
71,data/geemap/NotMorrison/,071Untitled Placemark,-109.1628583,37.02196513,True
72,data/geemap/Morrison/,072ut02,-109.1446679,37.00872598,True
73,data/geemap/Morrison/,073ut03,-109.1441284,37.01290363,True
74,data/geemap/Morrison/,074ut04,-109.1395421,37.01714319,True
75,data/geemap/Morrison/,075ut01,-109.1390788,37.00635333,True
76,data/geemap/Morrison/,076ut05,-109.1335501,37.02115582,True
77,data/geemap/NotMorrison/,077Untitled Placemark,-109.1266208,39.10535861,True
78,data/geemap/NotMorrison/,078Untitled Placemark,-109.1109052,39.06599384,True
79,data/geemap/NotMorrison/,079Untitled Placemark,-109.1078674,39.07686054,True
80,data/geemap/Morrison/,080az01,-109.0984885,36.85519558,True
81,data/geemap/NotMorrison/,081Untitled Placemark,-109.0927212,40.37824273,True
82,data/geemap/NotMorrison/,082Untitled Placemark,-109.0919503,39.08551233,True
83,data/geemap/Morrison/,083nwnm01,-108.9501604,36.65173996,True
84,data/geemap/Morrison/,084nwnm03,-108.9484355,36.66106573,True
85,data/geemap/Morrison/,085nwnm05,-108.9458524,36.67155151,True
86,data/geemap/Morrison/,086nwnm02,-108.9457957,36.6570394,True
87,data/geemap/NotMorrison/,087Untitled Placemark,-108.79861,37.271427,True
88,data/geemap/NotMorrison/,088Untitled Placemark,-108.788572,37.28380357,True
89,data/geemap/NotMorrison/,089Untitled Placemark,-108.7873549,37.28157905,True
90,data/geemap/NotMorrison/,090Untitled Placemark,-108.7848197,37.25665962,True
91,data/geemap/NotMorrison/,091Untitled Placemark,-108.7765908,37.26879884,True
92,data/geemap/NotMorrison/,092Untitled Placemark,-108.7727442,37.28061536,True
93,data/geemap/NotMorrison/,093Untitled Placemark,-108.7710852,37.26265425,True
94,data/geemap/NotMorrison/,094Untitled Placemark,-108.6444591,37.2699103,True
95,data/geemap/NotMorrison/,095Untitled Placemark,-108.6291181,37.2892795,True
96,data/geemap/NotMorrison/,096Untitled Placemark,-108.4306279,37.32027036,True
97,data/geemap/NotMorrison/,097Untitled Placemark,-108.4244663,37.30789461,True
98,data/geemap/NotMorrison/,098Untitled Placemark,-107.2222504,35.34157233,True
99,data/geemap/NotMorrison/,099Untitled Placemark,-107.1970555,35.34512019,True
100,data/geemap/NotMorrison/,100Untitled Placemark,-107.1712313,35.35236634,True
101,data/geemap/NotMorrison/,101Untitled Placemark,-107.1656524,35.3857523,True
102,data/geemap/NotMorrison/,102Untitled Placemark,-107.1622566,35.41481825,True
103,data/geemap/NotMorrison/,103Untitled Placemark,-107.1604261,35.38641879,True
104,data/geemap/NotMorrison/,104Untitled Placemark,-107.1573326,35.40749401,True
105,data/geemap/NotMorrison/,105Untitled Placemark,-107.1566668,35.41039642,True
106,data/geemap/NotMorrison/,106Untitled Placemark,-107.1556753,35.38644644,True
107,data/geemap/NotMorrison/,107Untitled Placemark,-107.1541625,35.38901124,True
108,data/geemap/NotMorrison/,108Untitled Placemark,-107.1541614,35.41054294,True
109,data/geemap/NotMorrison/,109Untitled Placemark,-107.1525276,35.40634079,True
110,data/geemap/NotMorrison/,110Untitled Placemark,-107.1522061,35.41162697,True
111,data/geemap/NotMorrison/,111Untitled Placemark,-107.1520736,35.39506747,True
112,data/geemap/NotMorrison/,112Untitled Placemark,-107.1519635,35.39812434,True
113,data/geemap/NotMorrison/,113Untitled Placemark,-107.1500244,35.38751185,True
114,data/geemap/NotMorrison/,114Untitled Placemark,-107.1485991,35.39225749,True
115,data/geemap/NotMorrison/,115Untitled Placemark,-107.1472419,35.39015652,True
116,data/geemap/NotMorrison/,116Untitled Placemark,-107.1469659,35.4030849,True
117,data/geemap/NotMorrison/,117Untitled Placemark,-107.145757,35.36829002,True
118,data/geemap/NotMorrison/,118Untitled Placemark,-107.1444764,35.39059492,True
119,data/geemap/Morrison/,119pet20,-107.1390873,35.22446611,True
120,data/geemap/Morrison/,120pet21,-107.1374618,35.22736438,True
121,data/geemap/Morrison/,121pet19,-107.1365721,35.22167459,True
122,data/geemap/Morrison/,122can1,-107.1361037,35.18023895,True
123,data/geemap/Morrison/,123pet18,-107.1351515,35.22077163,True
124,data/geemap/Morrison/,124pet23,-107.1344261,35.22875995,True
125,data/geemap/Morrison/,125pet1,-107.1340645,35.1998725,True
126,data/geemap/Morrison/,126can2,-107.1333834,35.17858334,True
127,data/geemap/Morrison/,127pet17,-107.1333184,35.22017202,True
128,data/geemap/Morrison/,128pet2,-107.1321134,35.20134123,True
129,data/geemap/Morrison/,129pet22,-107.131907,35.22963451,True
130,data/geemap/Morrison/,130pet16,-107.1315854,35.21848625,True
131,data/geemap/Morrison/,131pet3,-107.130906,35.2030974,True
132,data/geemap/Morrison/,132pet8,-107.1308938,35.20750464,True
133,data/geemap/Morrison/,133pet9,-107.1306177,35.21085606,True
134,data/geemap/Morrison/,134pet10,-107.1290679,35.21245988,True
135,data/geemap/Morrison/,135can3,-107.1290638,35.17815148,True
136,data/geemap/Morrison/,136pet7,-107.1283437,35.20768087,True
137,data/geemap/Morrison/,137pet13,-107.1278424,35.21417963,True
138,data/geemap/Morrison/,138pet4,-107.1277891,35.20343491,True
139,data/geemap/Morrison/,139can4,-107.1261958,35.1773773,True
140,data/geemap/Morrison/,140pet12,-107.1259859,35.21256176,True
141,data/geemap/Morrison/,141pet6,-107.125894,35.20665755,True
142,data/geemap/Morrison/,142can6,-107.1257043,35.16812585,True
143,data/geemap/Morrison/,143pet15,-107.1248376,35.21411026,True
144,data/geemap/Morrison/,144priet1,-107.1173113,35.32156381,True
145,data/geemap/Morrison/,145priet4,-107.1156774,35.33168404,True
146,data/geemap/Morrison/,146priet3,-107.1148509,35.32897438,True
147,data/geemap/Morrison/,147priet2,-107.1147158,35.32383039,True
148,data/geemap/Morrison/,148priet5,-107.1104932,35.33205425,True
149,data/geemap/Morrison/,149priet7,-107.1067552,35.34017701,True
150,data/geemap/Morrison/,150priet6,-107.104264,35.33528093,True
151,data/geemap/Morrison/,151priet10,-107.103452,35.36117729,True
152,data/geemap/Morrison/,152priet8,-107.1007517,35.34386898,True
153,data/geemap/Morrison/,153priet9,-107.0967997,35.35835832,True
154,data/geemap/NotMorrison/,154Untitled Placemark,-107.0940046,35.45080603,True
155,data/geemap/Morrison/,155priet11,-107.0916051,35.36700849,True
156,data/geemap/NotMorrison/,156Untitled Placemark,-107.0901028,35.45316034,True
157,data/geemap/NotMorrison/,157Untitled Placemark,-107.0878208,35.45179109,True
158,data/geemap/NotMorrison/,158Untitled Placemark,-107.0871467,35.45585055,True
159,data/geemap/NotMorrison/,159Untitled Placemark,-107.0776478,35.46013938,True
160,data/geemap/NotMorrison/,160Untitled Placemark,-107.0485139,35.39011514,True
161,data/geemap/NotMorrison/,161Untitled Placemark,-107.0459411,35.41246711,True
162,data/geemap/NotMorrison/,162Untitled Placemark,-107.0415466,35.47542423,True
163,data/geemap/NotMorrison/,163Untitled Placemark,-107.0375754,35.51309783,True
164,data/geemap/NotMorrison/,164Untitled Placemark,-107.0367462,35.48536738,True
165,data/geemap/NotMorrison/,165Untitled Placemark,-107.0362616,35.46620896,True
166,data/geemap/NotMorrison/,166Untitled Placemark,-107.0311749,35.38560553,True
167,data/geemap/NotMorrison/,167Untitled Placemark,-107.0299088,35.51693073,True
168,data/geemap/NotMorrison/,168Untitled Placemark,-107.0248572,35.4497119,True
169,data/geemap/NotMorrison/,169Untitled Placemark,-107.0164659,35.41468567,True
170,data/geemap/NotMorrison/,170Untitled Placemark,-107.0126538,35.37869277,True
171,data/geemap/NotMorrison/,171Untitled Placemark,-107.0003673,35.42752402,True
172,data/geemap/NotMorrison/,172Untitled Placemark,-106.9917243,35.37423276,True
173,data/geemap/NotMorrison/,173Untitled Placemark,-106.9686984,35.42966643,True
174,data/geemap/Morrison/,174med1,-106.9444974,35.52433727,True
175,data/geemap/Morrison/,175balt1,-106.9378021,35.53076798,True
176,data/geemap/Morrison/,176grc2,-106.937245,35.52365418,True
177,data/geemap/Morrison/,177ger1,-106.9347505,35.52597481,True
178,data/geemap/Morrison/,178grc1,-106.9340399,35.52115421,True
179,data/geemap/Morrison/,179twn1,-106.9333118,35.5180769,True
180,data/geemap/Morrison/,180zia10,-106.9329949,35.61099458,True
181,data/geemap/Morrison/,181zia8,-106.9327291,35.59715112,True
182,data/geemap/Morrison/,182sea1,-106.9321027,35.52780843,True
183,data/geemap/Morrison/,183zia6,-106.9305746,35.58616345,True
184,data/geemap/Morrison/,184swe1,-106.9304938,35.53084685,True
185,data/geemap/Morrison/,185zia7,-106.9300371,35.5931537,True
186,data/geemap/Morrison/,186steg1,-106.9299729,35.52534688,True
187,data/geemap/Morrison/,187fin6,-106.929273,35.53632205,True
188,data/geemap/Morrison/,188fin5,-106.9288395,35.53310277,True
189,data/geemap/Morrison/,189camp1,-106.9284246,35.51707833,True
190,data/geemap/Morrison/,190camp2,-106.9276267,35.52124828,True
191,data/geemap/Morrison/,191fin 7,-106.9275144,35.5395554,True
192,data/geemap/NotMorrison/,192Untitled Placemark,-106.9265002,35.43931748,True
193,data/geemap/Morrison/,193y1,-106.9255549,35.52523321,True
194,data/geemap/Morrison/,194mm3,-106.9254147,35.50967646,True
195,data/geemap/Morrison/,195zia9,-106.9250287,35.60364334,True
196,data/geemap/Morrison/,196lam3,-106.9248728,35.52288464,True
197,data/geemap/Morrison/,197mm2,-106.9248707,35.5118801,True
198,data/geemap/Morrison/,198fin1,-106.9237799,35.53417454,True
199,data/geemap/Morrison/,199mm4,-106.9233036,35.50899546,True
200,data/geemap/Morrison/,200mm1,-106.9224246,35.51224382,True
201,data/geemap/Morrison/,201bw1,-106.9218339,35.54788142,True
202,data/geemap/Morrison/,202lam1,-106.9216566,35.51778481,True
203,data/geemap/Morrison/,203zia5,-106.9213222,35.58371956,True
204,data/geemap/Morrison/,204y2,-106.9213178,35.52155333,True
205,data/geemap/NotMorrison/,205Untitled Placemark,-106.9207893,35.47369205,True
206,data/geemap/Morrison/,206fin2,-106.9205946,35.53549234,True
207,data/geemap/Morrison/,207bw2,-106.9200178,35.54670907,True
208,data/geemap/Morrison/,208nety1,-106.9198833,35.50870036,True
209,data/geemap/NotMorrison/,209Untitled Placemark,-106.9194803,35.48956335,True
210,data/geemap/Morrison/,210rtl1,-106.9194597,35.50279978,True
211,data/geemap/Morrison/,211sig7,-106.9193261,35.51539929,True
212,data/geemap/Morrison/,212fin4,-106.9192994,35.53202089,True
213,data/geemap/Morrison/,213bw12,-106.9192092,35.53911412,True
214,data/geemap/Morrison/,214bw3,-106.919027,35.54514487,True
215,data/geemap/Morrison/,215rtl2,-106.9188836,35.500986,True
216,data/geemap/Morrison/,216bw11,-106.9186767,35.54123945,True
217,data/geemap/NotMorrison/,217Untitled Placemark,-106.9184944,35.52604398,True
218,data/geemap/NotMorrison/,218Untitled Placemark,-106.9183728,35.48614727,True
219,data/geemap/Morrison/,219zia4,-106.9179167,35.58090332,True
220,data/geemap/Morrison/,220fin3,-106.9175565,35.53734161,True
221,data/geemap/Morrison/,221sig2,-106.9172501,35.52955113,True
222,data/geemap/Morrison/,222zia3,-106.9169232,35.57616155,True
223,data/geemap/Morrison/,223jef2,-106.9169015,35.5036362,True
224,data/geemap/Morrison/,224bw4,-106.9166378,35.54467224,True
225,data/geemap/Morrison/,225jef3,-106.915976,35.505788,True
226,data/geemap/Morrison/,226zia2,-106.9153905,35.57249222,True
227,data/geemap/Morrison/,227bw13,-106.9152671,35.53971027,True
228,data/geemap/NotMorrison/,228Untitled Placemark,-106.9147822,35.52150228,True
229,data/geemap/Morrison/,229zia1,-106.9147449,35.56958023,True
230,data/geemap/Morrison/,230bw10,-106.9145763,35.5418331,True
231,data/geemap/Morrison/,231bw14,-106.9142837,35.53728322,True
232,data/geemap/NotMorrison/,232Untitled Placemark,-106.9141862,35.48942628,True
233,data/geemap/NotMorrison/,233Untitled Placemark,-106.9136798,35.51995615,True
234,data/geemap/Morrison/,234sig6,-106.9134772,35.51324799,True
235,data/geemap/Morrison/,235bw5,-106.9132948,35.54759018,True
236,data/geemap/Morrison/,236sig1,-106.9128848,35.52620522,True
237,data/geemap/NotMorrison/,237Untitled Placemark,-106.9124062,35.4730696,True
238,data/geemap/Morrison/,238sig4,-106.9120007,35.52230374,True
239,data/geemap/Morrison/,239sig3,-106.9113533,35.52472664,True
240,data/geemap/Morrison/,240bw9,-106.9111407,35.54232586,True
241,data/geemap/NotMorrison/,241Untitled Placemark,-106.9103754,35.47597031,True
242,data/geemap/Morrison/,242bw6,-106.90997,35.54778262,True
243,data/geemap/NotMorrison/,243Untitled Placemark,-106.9097753,35.4893086,True
244,data/geemap/Morrison/,244sig5,-106.9093407,35.52157594,True
245,data/geemap/Morrison/,245sig5,-106.9093407,35.52157594,True
246,data/geemap/Morrison/,246sig5,-106.9093407,35.52157594,True
247,data/geemap/Morrison/,247sig5,-106.9093407,35.52157594,True
248,data/geemap/Morrison/,248sig5,-106.9093407,35.52157594,True
249,data/geemap/Morrison/,249sig5,-106.9093407,35.52157594,True
250,data/geemap/Morrison/,250lat2,-106.9091286,35.50449102,True
251,data/geemap/Morrison/,251sig5,-106.908966,35.51722334,True
252,data/geemap/Morrison/,252sig5,-106.908966,35.51722334,True
253,data/geemap/Morrison/,253sig5,-106.908966,35.51722334,True
254,data/geemap/Morrison/,254sig5,-106.908966,35.51722334,True
255,data/geemap/Morrison/,255sig5,-106.908966,35.51722334,True
256,data/geemap/Morrison/,256sig5,-106.908966,35.51722334,True
257,data/geemap/Morrison/,257bw8,-106.9082096,35.54487122,True
258,data/geemap/Morrison/,258lat1,-106.9079367,35.50163437,True
259,data/geemap/Morrison/,259cary2,-106.9073208,35.49983961,True
260,data/geemap/NotMorrison/,260Untitled Placemark,-106.9069205,35.48706978,True
261,data/geemap/NotMorrison/,261Untitled Placemark,-106.906551,35.48271612,True
262,data/geemap/Morrison/,262bur1,-106.9062007,35.51978243,True
263,data/geemap/NotMorrison/,263Untitled Placemark,-106.9059536,35.47898401,True
264,data/geemap/Morrison/,264bw7,-106.9049702,35.54690371,True
265,data/geemap/Morrison/,265bur3,-106.9030999,35.51601261,True
266,data/geemap/NotMorrison/,266Untitled Placemark,-106.9016722,35.47740305,True
267,data/geemap/Morrison/,267bur2,-106.9008358,35.51948787,True
268,data/geemap/Morrison/,268chi3,-106.8990894,35.50769051,True
269,data/geemap/Morrison/,269chi3,-106.8990894,35.50769051,True
270,data/geemap/Morrison/,270chi3,-106.8990894,35.50769051,True
271,data/geemap/Morrison/,271chi3,-106.8990894,35.50769051,True
272,data/geemap/Morrison/,272chi3,-106.8990894,35.50769051,True
273,data/geemap/Morrison/,273chi3,-106.8990894,35.50769051,True
274,data/geemap/Morrison/,274chi1,-106.8983847,35.50353704,True
275,data/geemap/Morrison/,275chi3,-106.8977549,35.50067341,True
276,data/geemap/Morrison/,276chi3,-106.8977549,35.50067341,True
277,data/geemap/Morrison/,277chi3,-106.8977549,35.50067341,True
278,data/geemap/Morrison/,278chi3,-106.8977549,35.50067341,True
279,data/geemap/Morrison/,279chi3,-106.8977549,35.50067341,True
280,data/geemap/Morrison/,280chi3,-106.8977549,35.50067341,True
281,data/geemap/Morrison/,281chi2,-106.8965075,35.50569398,True
282,data/geemap/NotMorrison/,282Untitled Placemark,-106.896067,35.52684695,True
283,data/geemap/NotMorrison/,283Untitled Placemark,-106.8940236,35.53035496,True
284,data/geemap/Morrison/,284rav1,-106.8904273,35.51010393,True
285,data/geemap/Morrison/,285pel5,-106.8903206,35.50309722,True
286,data/geemap/Morrison/,286rav2,-106.8900819,35.51312573,True
287,data/geemap/Morrison/,287rav3,-106.8891302,35.51494081,True
288,data/geemap/Morrison/,288pel3,-106.8884534,35.50225136,True
289,data/geemap/Morrison/,289mc1,-106.8852044,35.49102837,True
290,data/geemap/NotMorrison/,290Untitled Placemark,-106.8818298,35.59576651,True
291,data/geemap/Morrison/,291shot2,-106.8762936,35.50542166,True
292,data/geemap/Morrison/,292sho3,-106.8756451,35.50738627,True
293,data/geemap/NotMorrison/,293Untitled Placemark,-106.8646287,35.59052643,True
294,data/geemap/Morrison/,294shot1,-106.8623996,35.48900896,True
295,data/geemap/NotMorrison/,295Untitled Placemark,-106.8595093,35.58715657,True
296,data/geemap/NotMorrison/,296Untitled Placemark,-106.8576522,35.58248447,True
297,data/geemap/NotMorrison/,297Untitled Placemark,-106.8550546,35.58622752,True
298,data/geemap/Morrison/,298ant14,-106.8543542,35.52917947,True
299,data/geemap/Morrison/,299ant13,-106.8535803,35.5262954,True
300,data/geemap/Morrison/,300ant12,-106.8535179,35.52283681,True
301,data/geemap/Morrison/,301ant11,-106.8531816,35.52019361,True
302,data/geemap/Morrison/,302ant10,-106.8524153,35.51702718,True
303,data/geemap/NotMorrison/,303Untitled Placemark,-106.8523838,35.58290005,True
304,data/geemap/Morrison/,304ant9,-106.8518015,35.51322777,True
305,data/geemap/NotMorrison/,305Untitled Placemark,-106.8500561,35.58578302,True
306,data/geemap/Morrison/,306ant8,-106.8499463,35.50949779,True
307,data/geemap/NotMorrison/,307Untitled Placemark,-106.8483832,35.58277587,True
308,data/geemap/NotMorrison/,308Untitled Placemark,-106.8471198,35.58445451,True
309,data/geemap/Morrison/,309ant7,-106.8466302,35.50704725,True
310,data/geemap/Morrison/,310ant6,-106.8455966,35.50519139,True
311,data/geemap/Morrison/,311ant5,-106.8446883,35.50292714,True
312,data/geemap/Morrison/,312DB1,-106.8361655,35.50270684,True
313,data/geemap/Morrison/,313ant4,-106.8345652,35.51171667,True
314,data/geemap/Morrison/,314db4,-106.8341217,35.50977616,True
315,data/geemap/Morrison/,315db2,-106.8336327,35.50507135,True
316,data/geemap/Morrison/,316db3,-106.8335666,35.50739773,True
317,data/geemap/NotMorrison/,317Untitled Placemark,-106.8286588,35.48170375,True
318,data/geemap/NotMorrison/,318Untitled Placemark,-106.8239023,35.44900066,True
319,data/geemap/NotMorrison/,319Untitled Placemark,-106.8233447,35.45876263,True
320,data/geemap/NotMorrison/,320Untitled Placemark,-106.8221866,35.47271818,True
321,data/geemap/NotMorrison/,321Untitled Placemark,-106.8216433,35.48940152,True
322,data/geemap/NotMorrison/,322Untitled Placemark,-106.8211223,35.49613267,True
323,data/geemap/NotMorrison/,323Untitled Placemark,-106.8117197,35.58862823,True
324,data/geemap/NotMorrison/,324Untitled Placemark,-106.8107355,35.45046572,True
325,data/geemap/NotMorrison/,325Untitled Placemark,-106.8095496,35.47336725,True
326,data/geemap/NotMorrison/,326Untitled Placemark,-106.8069438,35.59099346,True
327,data/geemap/NotMorrison/,327Untitled Placemark,-106.8062079,35.59767198,True
328,data/geemap/NotMorrison/,328Untitled Placemark,-106.8007155,35.45396034,True
329,data/geemap/NotMorrison/,329Untitled Placemark,-106.8004045,35.47118847,True
330,data/geemap/NotMorrison/,330Untitled Placemark,-106.7981544,35.59141899,True
331,data/geemap/NotMorrison/,331Untitled Placemark,-106.7960611,35.59386655,True
332,data/geemap/NotMorrison/,332Untitled Placemark,-106.7951044,35.45903571,True
333,data/geemap/NotMorrison/,333Untitled Placemark,-106.7912773,35.59371137,True
334,data/geemap/NotMorrison/,334Untitled Placemark,-106.7877653,35.46621174,True
335,data/geemap/NotMorrison/,335Untitled Placemark,-106.7866443,35.58493547,True
336,data/geemap/NotMorrison/,336Untitled Placemark,-106.7860537,35.58134814,True
337,data/geemap/NotMorrison/,337Untitled Placemark,-106.785559,35.5910365,True
338,data/geemap/NotMorrison/,338Untitled Placemark,-106.7844765,35.50005816,True
339,data/geemap/NotMorrison/,339Untitled Placemark,-106.7424596,35.94459245,True
340,data/geemap/NotMorrison/,340Untitled Placemark,-106.7266833,35.88321796,True
341,data/geemap/NotMorrison/,341Untitled Placemark,-106.7225624,35.92151945,True
342,data/geemap/NotMorrison/,342Untitled Placemark,-106.7201347,35.87056479,True
343,data/geemap/NotMorrison/,343Untitled Placemark,-106.7127894,35.88320567,True
344,data/geemap/NotMorrison/,344Untitled Placemark,-106.703057,35.96309268,True
345,data/geemap/NotMorrison/,345Untitled Placemark,-106.700249,35.98065318,True
346,data/geemap/NotMorrison/,346Untitled Placemark,-106.6646177,35.15318407,True
347,data/geemap/NotMorrison/,347Untitled Placemark,-106.6493763,35.18891513,True
348,data/geemap/NotMorrison/,348Untitled Placemark,-106.5854174,35.8656332,True
349,data/geemap/NotMorrison/,349Untitled Placemark,-106.5843906,35.86975292,True
350,data/geemap/NotMorrison/,350Untitled Placemark,-106.5470067,35.20642102,True
351,data/geemap/NotMorrison/,351Untitled Placemark,-106.5240995,35.17749166,True
352,data/geemap/NotMorrison/,352Untitled Placemark,-106.4764059,35.08971929,True
353,data/geemap/NotMorrison/,353Untitled Placemark,-106.4601171,35.16484019,True
354,data/geemap/NotMorrison/,354Untitled Placemark,-106.4379445,35.10937958,True
355,data/geemap/NotMorrison/,355Untitled Placemark,-106.4280895,35.14733793,True
356,data/geemap/NotMorrison/,356Untitled Placemark,-106.4178493,35.17462776,True
357,data/geemap/NotMorrison/,357Untitled Placemark,-106.4164225,35.07011348,True
358,data/geemap/NotMorrison/,358Untitled Placemark,-106.4097121,35.07747911,True
359,data/geemap/NotMorrison/,359Untitled Placemark,-106.4013208,35.0796485,True
360,data/geemap/NotMorrison/,360Untitled Placemark,-106.3982295,35.08034658,True
361,data/geemap/NotMorrison/,361Untitled Placemark,-106.3661534,35.09775954,True
362,data/geemap/NotMorrison/,362Untitled Placemark,-106.3569876,35.10293421,True
363,data/geemap/NotMorrison/,363Untitled Placemark,-106.3542952,35.2047438,True
364,data/geemap/NotMorrison/,364Untitled Placemark,-106.3437911,35.10539834,True
365,data/geemap/NotMorrison/,365Untitled Placemark,-106.3281701,35.11556836,True
366,data/geemap/NotMorrison/,366Untitled Placemark,-106.3113461,35.11224026,True
